id,position,country,jurisdiction,deputy,list,start,end,before,after,enwiki
Q63415597,Prince of Lichtenstein,Q347,Q347,,,,,,,
Q58869896,Head of Government of Liechtenstein,Q347,Q347,,Q1144716,1921-03-02,,,,
Q108216116,Deputy Prime Minister of Liechtenstein,Q347,Q347,,,,,,,
Q108215715,"Minister of Foreign Affairs, Education and Sport",Q347,Q347,,,,,,,
Q108215777,Minister of Infrastructure and Justice,Q347,Q347,,,,,,,
Q108823129,President of the Landtag of Liechtenstein,,,,,,,,,
Q109496682,Chairman of the National Bank of Liechtenstein,Q347,,,,,,,,
Q109496776,mayor of Vaduz,,Q1844,,,,,,,
